dataset_name,target_name,target_name_hlsp,from where?,comments
p117660100000,[M2002]_47540,AV-238,Initial FUSE data search,Unvetted extra FUSE data
c002060200000,VFTS_72,VFTS-72,Initial FUSE data search,Unvetted extra FUSE data
p217020100000,BI128,BI-128,Initial FUSE data search,target was removed from the ULLYSES sample in Cycle 28
c151010900000,HD36521,HD36521,Initial FUSE data search,Unvetted extra FUSE data
p103140200000,SK-68D80,SK-68D80,Initial FUSE data search,Unvetted extra FUSE data
c151010600000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010200000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151011000000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010800000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010400000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010100000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010300000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010500000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
p103140300000,SK-68D80,SK-68D80,Initial FUSE data search,Unvetted extra FUSE data
p117180300000,MK42,BAT99-105,Initial FUSE data search,Unvetted extra FUSE data
e511310200000,SK-71D26,SK-71D26,Initial FUSE data search,Unvetted extra FUSE data
b010060100000,PGMW-3209,N11-ELS-048,Initial FUSE data search,Unvetted extra FUSE data
e511050100000,AV255,AV-255,Initial FUSE data search,Unvetted extra FUSE data
a0440102000,4U0532-664,LMCX-4,Initial FUSE data search,Unvetted extra FUSE data
p203040100000,[MPG]_368,NGC346-MPG-368,Initial FUSE data search,This is not the correct target. It is actually NGC346-MPG-342/NGC346 W4
ob6ba3030,EM-LKCA-15,EM-LKCA-15,"Internal Database vetting for STIS exposures ending in ""Q""",Bad ACQ
ob6ba3z8q,EM-LKCA-15,EM-LKCA-15,"Internal Database vetting for STIS exposures ending in ""Q""",Bad ACQ
ob6bb7dhq,ECHA-J0843M7915,ECHA-J0843M7915,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb8zrq,EM-LKCA-19,EM-LKCA-19,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bc7xrq,EM-LKCA-4,EM-LKCA-4,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bc2zqq,RECX-1,RECX-1,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bc4ymq,RECX-11,RECX-11,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb9pwq,SZ-102,SZ-102,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6b22cwq,TWA-3A,TWA-3A,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6b22d6q,TWA-3A,TWA-3A,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba7z8q,V-AA-TAU,V-AA-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb0toq,V-CE-ANT,V-CE-ANT,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb6r0q,V-CS-CHA,V-CS-CHA,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba8buq,V-DE-TAU,V-DE-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb2y9q,V-DK-TAU,V-DK-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba2ndq,V-DM-TAU,V-DM-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba4ihq,V-DN-TAU,V-DN-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb4g8q,V-DR-TAU,V-DR-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba0r4q,V-FM-TAU,V-FM-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba1w8q,V-GM-AUR,V-GM-AUR,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba9qpq,V-HN-TAU,V-HN-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba5e9q,V-IP-TAU,V-IP-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6b23b6q,V-MP-MUS,V-MP-MUS,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb5xrq,V-RW-AUR,V-RW-AUR,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bb1z8q,V-SU-AUR,V-SU-AUR,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6b34r7q,V-UX-TAU-A,V-UX-TAU-A,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6b54spq,V-UX-TAU-A,V-UX-TAU-A,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bc6wgq,V-V397-AUR,V-V397-AUR,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6ba6laq,V-V836-TAU,V-V836-TAU,"Internal Database vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
