dataset_name,target_name_hlsp,qual_comm
oe9sbs030,PGMW-1363,[oe9sbs030] stisblazefix applied
oe9sgs010,PGMW-1363,[oe9sgs010] stisblazefix applied
oeuf2s010,PGMW-3070,[oeuf2s010] stisblazefix applied
oeuf2s020,PGMW-3070,[oeuf2s020] stisblazefix applied
oeuf2s030,PGMW-3070,[oeuf2s030] stisblazefix applied
oemu5s010,SK-179,[oemu5s010] stisblazefix applied
oe4x01010,SK-183,[oe4x01010] stisblazefix applied
oetn3s010,SK-187,[oetn3s010] stisblazefix applied
oetn3s020,SK-187,[oetn3s020] stisblazefix applied
oe4x16010,SK-188,[oe4x16010] stisblazefix applied
ockp16010,SK-190,[ockp16010] stisblazefix applied
ockp16020,SK-190,[ockp16020] stisblazefix applied
ockp16030,SK-190,[ockp16030] stisblazefix applied
o6df03020,SK-191,[o6df03020] stisblazefix applied
o6df03030,SK-191,[o6df03030] stisblazefix applied
ockp17010,SK-191,[ockp17010] stisblazefix applied
oeuc2s010,SK-65D2,[oeuc2s010] stisblazefix applied
oeuc2s020,SK-65D2,[oeuc2s020] stisblazefix applied
oeuc2s030,SK-65D2,[oeuc2s030] stisblazefix applied
o6lz10010,SK-65D22,[o6lz10010] stisblazefix applied
oda901010,SK-65D22,[oda901010] stisblazefix applied
obi401010,SK-65D47,[obi401010] stisblazefix applied
oejg2s010,SK-65D55,[oejg2s010] stisblazefix applied
oejg2s020,SK-65D55,[oejg2s020] stisblazefix applied
oeui1s010,SK-66D100,[oeui1s010] stisblazefix applied
oeui1s020,SK-66D100,[oeui1s020] stisblazefix applied
oejf1s010,SK-66D171,[oejf1s010] stisblazefix applied
oejf1s020,SK-66D171,[oejf1s020] stisblazefix applied
oejf1s030,SK-66D171,[oejf1s030] stisblazefix applied
oda969010,SK-66D172,[oda969010] stisblazefix applied
oda969020,SK-66D172,[oda969020] stisblazefix applied
oda970010,SK-66D172,[oda970010] stisblazefix applied
oda970020,SK-66D172,[oda970020] stisblazefix applied
oeuf3s010,SK-66D18,[oeuf3s010] stisblazefix applied
oeuf3s020,SK-66D18,[oeuf3s020] stisblazefix applied
oda905010,SK-66D35,[oda905010] stisblazefix applied
oda905020,SK-66D35,[oda905020] stisblazefix applied
oekh1s010,SK-66D50,[oekh1s010] stisblazefix applied
ob3j01010,SK-66D51,[ob3j01010] stisblazefix applied
o4yn01010,SK-67D101,[o4yn01010] stisblazefix applied
o4yn01020,SK-67D101,[o4yn01020] stisblazefix applied
oda902010,SK-67D101,[oda902010] stisblazefix applied
o4yn02010,SK-67D104,[o4yn02010] stisblazefix applied
obi402010,SK-67D105,[obi402010] stisblazefix applied
oda913010,SK-67D105,[oda913010] stisblazefix applied
oda913020,SK-67D105,[oda913020] stisblazefix applied
o4yn03010,SK-67D106,[o4yn03010] stisblazefix applied
o4yn04010,SK-67D107,[o4yn04010] stisblazefix applied
o4yn04020,SK-67D107,[o4yn04020] stisblazefix applied
oeb73s010,SK-67D108,[oeb73s010] stisblazefix applied
oeb73s020,SK-67D108,[oeb73s020] stisblazefix applied
obi403010,SK-67D111,[obi403010] stisblazefix applied
oe9s3s010,SK-67D118,[oe9s3s010] stisblazefix applied
oe9s3s020,SK-67D118,[oe9s3s020] stisblazefix applied
oda904010,SK-67D14,[oda904010] stisblazefix applied
oda904020,SK-67D14,[oda904020] stisblazefix applied
oedj01010,SK-67D166,[oedj01010] stisblazefix applied
oedj01020,SK-67D166,[oedj01020] stisblazefix applied
oedj01030,SK-67D166,[oedj01030] stisblazefix applied
oedj01040,SK-67D166,[oedj01040] stisblazefix applied
oedj01050,SK-67D166,[oedj01050] stisblazefix applied
oedj01060,SK-67D166,[oedj01060] stisblazefix applied
oedj01070,SK-67D166,[oedj01070] stisblazefix applied
oedj01080,SK-67D166,[oedj01080] stisblazefix applied
oedj01090,SK-67D166,[oedj01090] stisblazefix applied
oedj010a0,SK-67D166,[oedj010a0] stisblazefix applied
oedj02010,SK-67D166,[oedj02010] stisblazefix applied
oedj02020,SK-67D166,[oedj02020] stisblazefix applied
oedj02030,SK-67D166,[oedj02030] stisblazefix applied
oedj02040,SK-67D166,[oedj02040] stisblazefix applied
oedj02050,SK-67D166,[oedj02050] stisblazefix applied
oedj02060,SK-67D166,[oedj02060] stisblazefix applied
oedj03010,SK-67D166,[oedj03010] stisblazefix applied
oedj03020,SK-67D166,[oedj03020] stisblazefix applied
oedj03030,SK-67D166,[oedj03030] stisblazefix applied
oedj03040,SK-67D166,[oedj03040] stisblazefix applied
oedj03050,SK-67D166,[oedj03050] stisblazefix applied
oedj03060,SK-67D166,[oedj03060] stisblazefix applied
oedj03070,SK-67D166,[oedj03070] stisblazefix applied
oedj03080,SK-67D166,[oedj03080] stisblazefix applied
oedj04010,SK-67D166,[oedj04010] stisblazefix applied
oedj04020,SK-67D166,[oedj04020] stisblazefix applied
oedj04030,SK-67D166,[oedj04030] stisblazefix applied
oedj04040,SK-67D166,[oedj04040] stisblazefix applied
oedj040a0,SK-67D166,[oedj040a0] stisblazefix applied
oedj05010,SK-67D166,[oedj05010] stisblazefix applied
oedj05020,SK-67D166,[oedj05020] stisblazefix applied
oedj05040,SK-67D166,[oedj05040] stisblazefix applied
oedj05050,SK-67D166,[oedj05050] stisblazefix applied
oedj06010,SK-67D166,[oedj06010] stisblazefix applied
oedj06030,SK-67D166,[oedj06030] stisblazefix applied
oedj07010,SK-67D166,[oedj07010] stisblazefix applied
oedj07020,SK-67D166,[oedj07020] stisblazefix applied
oedj08010,SK-67D166,[oedj08010] stisblazefix applied
oedja8010,SK-67D166,[oedja8010] stisblazefix applied
oehi2s010,SK-67D167,[oehi2s010] stisblazefix applied
obi406010,SK-67D168,[obi406010] stisblazefix applied
oda907010,SK-67D191,[oda907010] stisblazefix applied
oda907020,SK-67D191,[oda907020] stisblazefix applied
oda907030,SK-67D191,[oda907030] stisblazefix applied
oda907040,SK-67D191,[oda907040] stisblazefix applied
oekh2s010,SK-67D195,[oekh2s010] stisblazefix applied
oda963010,SK-67D2,[oda963010] stisblazefix applied
oda963020,SK-67D2,[oda963020] stisblazefix applied
oda964010,SK-67D2,[oda964010] stisblazefix applied
oda964020,SK-67D2,[oda964020] stisblazefix applied
oef31s010,SK-67D20,[oef31s010] stisblazefix applied
oef31s020,SK-67D20,[oef31s020] stisblazefix applied
oef31s030,SK-67D20,[oef31s030] stisblazefix applied
oekh4s010,SK-67D207,[oekh4s010] stisblazefix applied
o6lz11010,SK-67D211,[o6lz11010] stisblazefix applied
oda903010,SK-67D211,[oda903010] stisblazefix applied
oeuc3s010,SK-67D216,[oeuc3s010] stisblazefix applied
oeuc3s020,SK-67D216,[oeuc3s020] stisblazefix applied
oeuc3s030,SK-67D216,[oeuc3s030] stisblazefix applied
oeb74s010,SK-67D22,[oeb74s010] stisblazefix applied
oeb74s020,SK-67D22,[oeb74s020] stisblazefix applied
oeb74s030,SK-67D22,[oeb74s030] stisblazefix applied
oeuk1s010,SK-67D261,[oeuk1s010] stisblazefix applied
oeuk1s020,SK-67D261,[oeuk1s020] stisblazefix applied
oeuk1s030,SK-67D261,[oeuk1s030] stisblazefix applied
oejg3s010,SK-67D266,[oejg3s010] stisblazefix applied
o8p101010,SK-67D5,[o8p101010] stisblazefix applied
o8p101020,SK-67D5,[o8p101020] stisblazefix applied
o8p101030,SK-67D5,[o8p101030] stisblazefix applied
oda908010,SK-67D5,[oda908010] stisblazefix applied
oda908020,SK-67D5,[oda908020] stisblazefix applied
oehics010,SK-67D69,[oehics010] stisblazefix applied
oehics020,SK-67D69,[oehics020] stisblazefix applied
oeto1s010,SK-67D78,[oeto1s010] stisblazefix applied
od7m08010,SK-68D112,[od7m08010] stisblazefix applied
od7m08020,SK-68D112,[od7m08020] stisblazefix applied
oda928020,SK-68D129,[oda928020] stisblazefix applied
oda928030,SK-68D129,[oda928030] stisblazefix applied
oda928040,SK-68D129,[oda928040] stisblazefix applied
oda928050,SK-68D129,[oda928050] stisblazefix applied
oda931010,SK-68D135,[oda931010] stisblazefix applied
oda931020,SK-68D135,[oda931020] stisblazefix applied
oda931030,SK-68D135,[oda931030] stisblazefix applied
oda962020,SK-68D140,[oda962020] stisblazefix applied
oef32s010,SK-68D15,[oef32s010] stisblazefix applied
oef32s020,SK-68D15,[oef32s020] stisblazefix applied
oda975010,SK-68D155,[oda975010] stisblazefix applied
oda975020,SK-68D155,[oda975020] stisblazefix applied
oda976010,SK-68D155,[oda976010] stisblazefix applied
oda976020,SK-68D155,[oda976020] stisblazefix applied
oe9s4s010,SK-68D16,[oe9s4s010] stisblazefix applied
oe9s4s020,SK-68D16,[oe9s4s020] stisblazefix applied
oe9s4t010,SK-68D16,[oe9s4t010] stisblazefix applied
oe9s4t020,SK-68D16,[oe9s4t020] stisblazefix applied
oda934010,SK-68D26,[oda934010] stisblazefix applied
oda934020,SK-68D26,[oda934020] stisblazefix applied
oda934030,SK-68D26,[oda934030] stisblazefix applied
oejf2s010,SK-68D41,[oejf2s010] stisblazefix applied
oejf2s020,SK-68D41,[oejf2s020] stisblazefix applied
oejf2s030,SK-68D41,[oejf2s030] stisblazefix applied
oda922010,SK-68D52,[oda922010] stisblazefix applied
oda922020,SK-68D52,[oda922020] stisblazefix applied
oda922030,SK-68D52,[oda922030] stisblazefix applied
obzl04010,SK-68D73,[obzl04010] stisblazefix applied
obzl04020,SK-68D73,[obzl04020] stisblazefix applied
obzl04030,SK-68D73,[obzl04030] stisblazefix applied
obzl04040,SK-68D73,[obzl04040] stisblazefix applied
obzl04050,SK-68D73,[obzl04050] stisblazefix applied
oef12s030,SK-68D8,[oef12s030] stisblazefix applied
oef1gs010,SK-68D8,[oef1gs010] stisblazefix applied
oda906010,SK-69D104,[oda906010] stisblazefix applied
oda906020,SK-69D104,[oda906020] stisblazefix applied
oef13s010,SK-69D140,[oef13s010] stisblazefix applied
oef13s020,SK-69D140,[oef13s020] stisblazefix applied
oda910010,SK-69D175,[oda910010] stisblazefix applied
oda910020,SK-69D175,[oda910020] stisblazefix applied
oef33s010,SK-69D191,[oef33s010] stisblazefix applied
oef33s020,SK-69D191,[oef33s020] stisblazefix applied
oef33s030,SK-69D191,[oef33s030] stisblazefix applied
oda923010,SK-69D220,[oda923010] stisblazefix applied
oda923020,SK-69D220,[oda923020] stisblazefix applied
o6lz12010,SK-69D246,[o6lz12010] stisblazefix applied
oda916010,SK-69D246,[oda916010] stisblazefix applied
oda967010,SK-69D279,[oda967010] stisblazefix applied
oda967020,SK-69D279,[oda967020] stisblazefix applied
oda968010,SK-69D279,[oda968010] stisblazefix applied
oda968020,SK-69D279,[oda968020] stisblazefix applied
oejfcs010,SK-69D43,[oejfcs010] stisblazefix applied
oejfcs020,SK-69D43,[oejfcs020] stisblazefix applied
oejfcs030,SK-69D43,[oejfcs030] stisblazefix applied
oejfds010,SK-69D43,[oejfds010] stisblazefix applied
obi405010,SK-69D50,[obi405010] stisblazefix applied
oeto2s010,SK-69D52,[oeto2s010] stisblazefix applied
of1q2s010,SK-69D83,[of1q2s010] stisblazefix applied
o8p103010,SK-70D115,[o8p103010] stisblazefix applied
o8p103030,SK-70D115,[o8p103030] stisblazefix applied
o8p104010,SK-70D115,[o8p104010] stisblazefix applied
o8p104030,SK-70D115,[o8p104030] stisblazefix applied
obi404010,SK-70D115,[obi404010] stisblazefix applied
oda917010,SK-70D115,[oda917010] stisblazefix applied
oda917020,SK-70D115,[oda917020] stisblazefix applied
oeuc4s010,SK-70D13,[oeuc4s010] stisblazefix applied
oeuc4s020,SK-70D13,[oeuc4s020] stisblazefix applied
oejfes010,SK-70D32,[oejfes010] stisblazefix applied
oejfes020,SK-70D32,[oejfes020] stisblazefix applied
oejfes030,SK-70D32,[oejfes030] stisblazefix applied
oeto3s010,SK-70D50,[oeto3s010] stisblazefix applied
oehidt010,SK-70D60,[oehidt010] stisblazefix applied
oehidt020,SK-70D60,[oehidt020] stisblazefix applied
oehiis010,SK-70D60,[oehiis010] stisblazefix applied
oehiis020,SK-70D60,[oehiis020] stisblazefix applied
oeuf4s010,SK-70D69,[oeuf4s010] stisblazefix applied
oeuf4s020,SK-70D69,[oeuf4s020] stisblazefix applied
oeuf4s030,SK-70D69,[oeuf4s030] stisblazefix applied
oda971010,SK-70D79,[oda971010] stisblazefix applied
oda971020,SK-70D79,[oda971020] stisblazefix applied
oda971030,SK-70D79,[oda971030] stisblazefix applied
oda972010,SK-70D79,[oda972010] stisblazefix applied
oda972020,SK-70D79,[oda972020] stisblazefix applied
oejg4s010,SK-71D21,[oejg4s010] stisblazefix applied
obi407010,SK-71D41,[obi407010] stisblazefix applied
o63521010,SK-71D45,[o63521010] stisblazefix applied
oda909010,SK-71D45,[oda909010] stisblazefix applied
oda919010,SK-71D50,[oda919010] stisblazefix applied
oda919020,SK-71D50,[oda919020] stisblazefix applied
oda919030,SK-71D50,[oda919030] stisblazefix applied
oda919060,SK-71D50,[oda919060] stisblazefix applied
oda919070,SK-71D50,[oda919070] stisblazefix applied
oejf6s010,SK-71D8,[oejf6s010] stisblazefix applied
oejf6s020,SK-71D8,[oejf6s020] stisblazefix applied
oejf6s030,SK-71D8,[oejf6s030] stisblazefix applied
odgx14010,V-HK-ORI,[odgx14010] stisblazefix applied
o63l06010,V-RW-AUR,[o63l06010] stisblazefix applied
o63l06020,V-RW-AUR,[o63l06020] stisblazefix applied
o63l02020,V-T-TAU,[o63l02020] stisblazefix applied
o63l02030,V-T-TAU,[o63l02030] stisblazefix applied
oda929020,VFTS-72,[oda929020] stisblazefix applied
oda929030,VFTS-72,[oda929030] stisblazefix applied
o4wr14010,AV-15,[o4wr14010] stisblazefix applied
oda932030,SK-68D140,[oda932030] stisblazefix applied
o6df05010,AV-210,[o6df05010] stisblazefix applied
oda926020,BI-237,[oda926020] stisblazefix applied
oda918020,BI-184,[oda918020] stisblazefix applied
oda929010,VFTS-72,[oda929010] stisblazefix applied
oda928010,SK-68D129,[oda928010] stisblazefix applied
o6df15040,AV-216,[o6df15040] stisblazefix applied
oda932010,SK-68D140,[oda932010] stisblazefix applied
oda962010,SK-68D140,[oda962010] stisblazefix applied
oda912010,PGMW-3120,[oda912010] stisblazefix applied
oda918010,BI-184,[oda918010] stisblazefix applied
oda926010,BI-237,[oda926010] stisblazefix applied
oda918030,BI-184,[oda918030] stisblazefix applied
oda926030,BI-237,[oda926030] stisblazefix applied
oda929040,VFTS-72,[oda929040] stisblazefix applied
ob6bb5030,V-RW-AUR,[ob6bb5030] stisblazefix applied
ockp13020,AV-456,[ockp13020] stisblazefix applied
oda912020,PGMW-3120,[oda912020] stisblazefix applied
oedj05030,SK-67D166,[oedj05030] stisblazefix applied
oedj07030,SK-67D166,[oedj07030] stisblazefix applied
o6df04030,AV-210,[o6df04030] stisblazefix applied
o4wr23010,NGC346-MPG-487,[o4wr23010] stisblazefix applied
o63l02010,V-T-TAU,[o63l02010] stisblazefix applied
oeb71s010,BAT99-105,[oeb71s010] stisblazefix applied
oeb71t010,BAT99-105,[oeb71t010] stisblazefix applied
ody237010,AV-258,[ody237010] stisblazefix applied
oda973010,N11-ELS-013,[oda973010] stisblazefix applied
o4wr02010,NGC346-ELS-028,[o4wr02010] stisblazefix applied
ody229010,AV-39A,[ody229010] stisblazefix applied
oejvct020,AV-85         ,[oejvct020] stisblazefix applied
od9a13010,AV-16,[od9a13010] stisblazefix applied
o6df10030,AV-22,[o6df10030] stisblazefix applied
o6df14030,AV-216,[o6df14030] stisblazefix applied
o6df15030,AV-216,[o6df15030] stisblazefix applied
o6df09030,AV-22,[o6df09030] stisblazefix applied
oejvcs020,AV-85,[oejvcs020] stisblazefix applied
oejvcs030,AV-85,[oejvcs030] stisblazefix applied
oejvct010,AV-85,[oejvct010] stisblazefix applied
o6df21030,NGC330-ELS-004,[o6df21030] stisblazefix applied
o6df20030,NGC330-ELS-004,[o6df20030] stisblazefix applied
o6df23030,NGC330-ELS-002,[o6df23030] stisblazefix applied
o6df24030,NGC330-ELS-002,[o6df24030] stisblazefix applied
oejvcs010,AV-85,[oejvcs010] stisblazefix applied
ockp08030,AV-242,[ockp08030] stisblazefix applied
o5ez01030,PGMW-3120,[o5ez01030] stisblazefix applied
o63l01020,V-RY-TAU,[o63l01020] stisblazefix applied
o5ez01020,PGMW-3120,[o5ez01020] stisblazefix applied
oe4x04010,NGC346-MPG-602,[oe4x04010] stisblazefix applied
o63l01030,V-RY-TAU,[o63l01030] stisblazefix applied
oec678010,2DFS-3689,[oec678010] Custom STIS calibration performed
oec678020,2DFS-3689,[oec678020] Custom STIS calibration performed
oec677010,2DFS-3947,[oec677010] Custom STIS calibration performed
oec677020,2DFS-3947,[oec677020] Custom STIS calibration performed
oec616010,2DFS-3954,[oec616010] Custom STIS calibration performed
oec616020,2DFS-3954,[oec616020] Custom STIS calibration performed
ob6b33010,2MASS-J04390163P2336029,[ob6b33010] Custom STIS calibration performed
ob6b33020,2MASS-J04390163P2336029,[ob6b33020] Custom STIS calibration performed
oeil1s010,2MASS-J11432669M7804454,[oeil1s010] Custom STIS calibration performed
oeil1s020,2MASS-J11432669M7804454,[oeil1s020] Custom STIS calibration performed
oeil1s030,2MASS-J11432669M7804454,[oeil1s030] Custom STIS calibration performed
oec655010,AV-104,[oec655010] Custom STIS calibration performed
oec663010,AV-16,[oec663010] Custom STIS calibration performed
oec663020,AV-16,[oec663020] Custom STIS calibration performed
oec687010,AV-187,[oec687010] Custom STIS calibration performed
oec687020,AV-187,[oec687020] Custom STIS calibration performed
oec696010,AV-200,[oec696010] Custom STIS calibration performed
oec670010,AV-210,[oec670010] Custom STIS calibration performed
oec654010,AV-215,[oec654010] Custom STIS calibration performed
oec653010,AV-242,[oec653010] Custom STIS calibration performed
oec653020,AV-242,[oec653020] Custom STIS calibration performed
oec681010,AV-261,[oec681010] Custom STIS calibration performed
oec681020,AV-261,[oec681020] Custom STIS calibration performed
oec669010,AV-264,[oec669010] Custom STIS calibration performed
oec669020,AV-264,[oec669020] Custom STIS calibration performed
oec665010,AV-304,[oec665010] Custom STIS calibration performed
oec665020,AV-304,[oec665020] Custom STIS calibration performed
oec644010,AV-307,[oec644010] Custom STIS calibration performed
oec644020,AV-307,[oec644020] Custom STIS calibration performed
oec691010,AV-314,[oec691010] Custom STIS calibration performed
oec690010,AV-324,[oec690010] Custom STIS calibration performed
oec694010,AV-343,[oec694010] Custom STIS calibration performed
oec682010,AV-374,[oec682010] Custom STIS calibration performed
oec682020,AV-374,[oec682020] Custom STIS calibration performed
oec608010,AV-388,[oec608010] Custom STIS calibration performed
oec608020,AV-388,[oec608020] Custom STIS calibration performed
oec680010,AV-393,[oec680010] Custom STIS calibration performed
oec680020,AV-393,[oec680020] Custom STIS calibration performed
oec658010,AV-410,[oec658010] Custom STIS calibration performed
oec658020,AV-410,[oec658020] Custom STIS calibration performed
oec646010,AV-423,[oec646010] Custom STIS calibration performed
oec646020,AV-423,[oec646020] Custom STIS calibration performed
oec692010,AV-445,[oec692010] Custom STIS calibration performed
oec614010,AV-476,[oec614010] Custom STIS calibration performed
oec614020,AV-476,[oec614020] Custom STIS calibration performed
oec684010,AV-490,[oec684010] Custom STIS calibration performed
oec684020,AV-490,[oec684020] Custom STIS calibration performed
oec612010,AV-61,[oec612010] Custom STIS calibration performed
oec612020,AV-61,[oec612020] Custom STIS calibration performed
oec626010,AV-69,[oec626010] Custom STIS calibration performed
oec626020,AV-69,[oec626020] Custom STIS calibration performed
oec639010,AV-70,[oec639010] Custom STIS calibration performed
oec639020,AV-70,[oec639020] Custom STIS calibration performed
oec609010,AV-75,[oec609010] Custom STIS calibration performed
oec609020,AV-75,[oec609020] Custom STIS calibration performed
oec624010,AV-80,[oec624010] Custom STIS calibration performed
oec624020,AV-80,[oec624020] Custom STIS calibration performed
oec619010,AV-83,[oec619010] Custom STIS calibration performed
oec619020,AV-83,[oec619020] Custom STIS calibration performed
oec625010,AV-95,[oec625010] Custom STIS calibration performed
oec625020,AV-95,[oec625020] Custom STIS calibration performed
oec698010,BAT99-105,[oec698010] Custom STIS calibration performed
oec698020,BAT99-105,[oec698020] Custom STIS calibration performed
oec60i010,BI-237,[oec60i010] Custom STIS calibration performed
oein1s010,CHX-18N,[oein1s010] Custom STIS calibration performed
oein1s020,CHX-18N,[oein1s020] Custom STIS calibration performed
oein1s030,CHX-18N,[oein1s030] Custom STIS calibration performed
oe9k1s020,CVSO-104,[oe9k1s020] Custom STIS calibration performed
oe9k1s030,CVSO-104,[oe9k1s030] Custom STIS calibration performed
oe9k1s040,CVSO-104,[oe9k1s040] Custom STIS calibration performed
oe9j1s010,CVSO-107,[oe9j1s010] Custom STIS calibration performed
oe9j1s020,CVSO-107,[oe9j1s020] Custom STIS calibration performed
oe9j1s030,CVSO-107,[oe9j1s030] Custom STIS calibration performed
oe9k2s010,CVSO-109,[oe9k2s010] Custom STIS calibration performed
oe9k2s020,CVSO-109,[oe9k2s020] Custom STIS calibration performed
oe9k2s030,CVSO-109,[oe9k2s030] Custom STIS calibration performed
oe9i1s010,CVSO-146,[oe9i1s010] Custom STIS calibration performed
oe9i1s020,CVSO-146,[oe9i1s020] Custom STIS calibration performed
oe9i1s030,CVSO-146,[oe9i1s030] Custom STIS calibration performed
oe9j2s010,CVSO-165,[oe9j2s010] Custom STIS calibration performed
oe9j2s020,CVSO-165,[oe9j2s020] Custom STIS calibration performed
oe9j2s030,CVSO-165,[oe9j2s030] Custom STIS calibration performed
oe9k3s010,CVSO-17,[oe9k3s010] Custom STIS calibration performed
oe9k3s020,CVSO-17,[oe9k3s020] Custom STIS calibration performed
oe9k3s030,CVSO-17,[oe9k3s030] Custom STIS calibration performed
oe9k4s010,CVSO-176,[oe9k4s010] Custom STIS calibration performed
oe9k4s020,CVSO-176,[oe9k4s020] Custom STIS calibration performed
oe9k4s030,CVSO-176,[oe9k4s030] Custom STIS calibration performed
oe9k5s010,CVSO-36,[oe9k5s010] Custom STIS calibration performed
oe9k5s020,CVSO-36,[oe9k5s020] Custom STIS calibration performed
oe9k5s030,CVSO-36,[oe9k5s030] Custom STIS calibration performed
oe9j3s010,CVSO-58,[oe9j3s010] Custom STIS calibration performed
oe9j3s020,CVSO-58,[oe9j3s020] Custom STIS calibration performed
oe9j3s030,CVSO-58,[oe9j3s030] Custom STIS calibration performed
oe9j4s010,CVSO-90,[oe9j4s010] Custom STIS calibration performed
oe9j4s020,CVSO-90,[oe9j4s020] Custom STIS calibration performed
oe9j4s030,CVSO-90,[oe9j4s030] Custom STIS calibration performed
ob6bb7010,ECHA-J0843M7915,[ob6bb7010] Custom STIS calibration performed
oeiras010,ECHA-J0844M7833,[oeiras010] Custom STIS calibration performed
oeiras020,ECHA-J0844M7833,[oeiras020] Custom STIS calibration performed
oeiras060,ECHA-J0844M7833,[oeiras060] Custom STIS calibration performed
ob6bb8010,EM-LKCA-19,[ob6bb8010] Custom STIS calibration performed
o8ns02010,EM-LKCA-4,[o8ns02010] Custom STIS calibration performed
ob6bc7010,EM-LKCA-4,[ob6bc7010] Custom STIS calibration performed
oec60w010,FARINA-88,[oec60w010] Custom STIS calibration performed
oec60w020,FARINA-88,[oec60w020] Custom STIS calibration performed
ob6b25010,HD-104237,[ob6b25010] Custom STIS calibration performed
oeqp1s010,HD-104237E,[oeqp1s010] Custom STIS calibration performed
oeqp1s020,HD-104237E,[oeqp1s020] Custom STIS calibration performed
oeqp1s030,HD-104237E,[oeqp1s030] Custom STIS calibration performed
oeqp1s040,HD-104237E,[oeqp1s040] Custom STIS calibration performed
oeqp1s050,HD-104237E,[oeqp1s050] Custom STIS calibration performed
oeqp1s060,HD-104237E,[oeqp1s060] Custom STIS calibration performed
oc0m04010,HD-135344B,[oc0m04010] Custom STIS calibration performed
oc0m04020,HD-135344B,[oc0m04020] Custom STIS calibration performed
oc2h04010,HD-141569,[oc2h04010] Custom STIS calibration performed
oc2h03010,HD-142666,[oc2h03010] Custom STIS calibration performed
od6101010,HD-163296,[od6101010] Custom STIS calibration performed
od6102010,HD-163296,[od6102010] Custom STIS calibration performed
od6103010,HD-163296,[od6103010] Custom STIS calibration performed
oc2h02010,HD-169142,[oc2h02010] Custom STIS calibration performed
oeip1s010,HN-5,[oeip1s010] Custom STIS calibration performed
oeip1s020,HN-5,[oeip1s020] Custom STIS calibration performed
oeip1s030,HN-5,[oeip1s030] Custom STIS calibration performed
oec60m010,LH-114-7,[oec60m010] Custom STIS calibration performed
oec60m020,LH-114-7,[oec60m020] Custom STIS calibration performed
oec61c010,LMCE078-1,[oec61c010] Custom STIS calibration performed
oec61c020,LMCE078-1,[oec61c020] Custom STIS calibration performed
oec61a010,N11-ELS-020,[oec61a010] Custom STIS calibration performed
oec61a020,N11-ELS-020,[oec61a020] Custom STIS calibration performed
oec60c010,N11-ELS-031,[oec60c010] Custom STIS calibration performed
oec60c020,N11-ELS-031,[oec60c020] Custom STIS calibration performed
oec61d010,N11-ELS-038,[oec61d010] Custom STIS calibration performed
oec61d020,N11-ELS-038,[oec61d020] Custom STIS calibration performed
oec61i010,N11-ELS-051,[oec61i010] Custom STIS calibration performed
oec61i020,N11-ELS-051,[oec61i020] Custom STIS calibration performed
oec60p020,N11-ELS-060,[oec60p020] Custom STIS calibration performed
oec63k010,N206-FS-170,[oec63k010] Custom STIS calibration performed
oec63k020,N206-FS-170,[oec63k020] Custom STIS calibration performed
oec688010,NGC330-ELS-002,[oec688010] Custom STIS calibration performed
oec685010,NGC330-ELS-004,[oec685010] Custom STIS calibration performed
oec660010,NGC346-ELS-026,[oec660010] Custom STIS calibration performed
oec660020,NGC346-ELS-026,[oec660020] Custom STIS calibration performed
oec679010,NGC346-ELS-035,[oec679010] Custom STIS calibration performed
oec679020,NGC346-ELS-035,[oec679020] Custom STIS calibration performed
oec666010,NGC346-ELS-043,[oec666010] Custom STIS calibration performed
oec666020,NGC346-ELS-043,[oec666020] Custom STIS calibration performed
oec636010,NGC346-ELS-050,[oec636010] Custom STIS calibration performed
oec636020,NGC346-ELS-050,[oec636020] Custom STIS calibration performed
oec611010,NGC346-MPG-368,[oec611010] Custom STIS calibration performed
oec604010,NGC346-MPG-435,[oec604010] Custom STIS calibration performed
oec604020,NGC346-MPG-435,[oec604020] Custom STIS calibration performed
ob6bc2010,RECX-1,[ob6bc2010] Custom STIS calibration performed
ob6bc4010,RECX-11,[ob6bc4010] Custom STIS calibration performed
oeq51s010,RECX-5,[oeq51s010] Custom STIS calibration performed
oeq51s020,RECX-5,[oeq51s020] Custom STIS calibration performed
oeq51s030,RECX-5,[oeq51s030] Custom STIS calibration performed
oeq51s040,RECX-5,[oeq51s040] Custom STIS calibration performed
oeqj1s010,RECX-6,[oeqj1s010] Custom STIS calibration performed
oeqj1s020,RECX-6,[oeqj1s020] Custom STIS calibration performed
oeqj1s030,RECX-6,[oeqj1s030] Custom STIS calibration performed
oeqj1s040,RECX-6,[oeqj1s040] Custom STIS calibration performed
oeqj1s050,RECX-6,[oeqj1s050] Custom STIS calibration performed
oeqj1t010,RECX-6,[oeqj1t010] Custom STIS calibration performed
oeqj1t020,RECX-6,[oeqj1t020] Custom STIS calibration performed
oeqj1t030,RECX-6,[oeqj1t030] Custom STIS calibration performed
oeqj1u010,RECX-6,[oeqj1u010] Custom STIS calibration performed
oeqj1u020,RECX-6,[oeqj1u020] Custom STIS calibration performed
oeqj1u030,RECX-6,[oeqj1u030] Custom STIS calibration performed
oeq52s010,RECX-9,[oeq52s010] Custom STIS calibration performed
oeq52s020,RECX-9,[oeq52s020] Custom STIS calibration performed
oeq52s030,RECX-9,[oeq52s030] Custom STIS calibration performed
oeq52s040,RECX-9,[oeq52s040] Custom STIS calibration performed
oepk1s010,RX-J0438P1546,[oepk1s010] Custom STIS calibration performed
