target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
N11 ELS 26,[ELS2006] N11 026,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+026,Early O Giant,Gaia DR2 4662179994748782464,74.218888510424250,-66.332286285205029,2015.5,LMC,LH 10,O2.5 III(f*),2006A&A...456..623E,O,2.5,III,,None,13.34,2006A&A...456..623E,13.51,2006A&A...456..623E,-0.28,2006A&A...457..637M,0.11,Derived from (B-V)0,49000.0,2012A&A...543A..95R,4.00,2012A&A...543A..95R,5.82,2012A&A...543A..95R,11.30,2012A&A...543A..95R,,None,72.0,2012A&A...543A..95R,3120.0,2012A&A...543A..95R,1.56e-06,2012A&A...543A..95R,False,None
N11 ELS 32,[ELS2006] N11 032,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+032,Mid O Bright Giant,Gaia DR2 4662153022361455872,74.226935372225540,-66.404408031041896,2015.5,LMC,LH 10,O7 II(f),2006A&A...456..623E,O,7.0,II,12.58,1992AJ....103.1205P,13.57,1992AJ....103.1205P,13.68,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.16,Derived from (B-V)0,36000.0,2012A&A...537A..79R,3.50,2012A&A...537A..79R,5.44,2012A&A...537A..79R,13.60,2012A&A...537A..79R,,None,60.0,2012A&A...537A..79R,1920.0,2012A&A...537A..79R,9.70e-07,2012A&A...537A..79R,False,None
N11 ELS 48,[ELS2006] N11 048,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+048,Mid O Dwarf,Gaia DR2 4662152953605873152,74.244989719702048,-66.411345327558578,2015.5,LMC,LH 10,O6.5 V((f)),2006A&A...456..623E,O,6.5,V,12.87,1992AJ....103.1205P,13.85,1992AJ....103.1205P,14.02,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.10,Derived from (B-V)0,40700.0,2007A&A...465.1003M,4.19,2007A&A...465.1003M,5.38,2007A&A...465.1003M,9.90,2007A&A...465.1003M,36.6,2007A&A...465.1003M,130.0,2007A&A...465.1003M,3790.0,2007A&A...465.1003M,1.67e-07,2007A&A...465.1003M,False,None
N11 ELS 13,[ELS2006] N11 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+013,Late O Dwarf,Gaia DR2 4662153327270056576,74.253676543753144,-66.407002600076794,2015.5,LMC,LH 10,O8 V,2006A&A...456..623E,O,8.0,V,11.87,1992AJ....103.1205P,12.83,1992AJ....103.1205P,12.93,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.17,Derived from (B-V)0,,None,,None,,None,,None,,None,147.0,2009ApJ...700..844P,,None,,None,False,None
SK -66 35,SK -66 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+35,Early B Supergiant,Gaia DR2 4662149551990093696,74.268518313698777,-66.577381633575357,2015.5,LMC,None,BC1 Ia,1991PASP..103.1123F,B,1.0,I,10.62,1999MNRAS.306..279S,11.52,1999MNRAS.306..279S,11.61,1999MNRAS.306..279S,-0.19,1970A&A.....4..234F,0.10,Derived from (B-V)0,22000.0,2017AJ....154..102U,2.60,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,True,1999RMxAC...8..149M
SK -69 50,SK -69 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+50,Mid O Supergiant,Gaia DR2 4655269117524712064,74.312919822563032,-69.338876527701643,2015.5,LMC,None,O7(n)(f)p,2010AJ....139.1283W,O,7.0,none,12.16,2002ApJS..141...81M,13.15,2002ApJS..141...81M,13.31,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,210.0,2010AJ....139.1283W,,None,,None,False,None
SK -68 15,BAT99 11,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+11,Early WC Star,Gaia DR2 4661517298473099776,74.350361039241918,-68.399200483868171,2015.5,LMC,LH 12,WC4,2000AJ....119.2214M,WC,4.0,none,12.19,2002ApJS..141...81M,12.77,2002ApJS..141...81M,12.90,2002ApJS..141...81M,,None,0.25,2001MNRAS.324...18B,90000.0,2002A&A...392..653C,,None,5.70,2002A&A...392..653C,2.90,2002A&A...392..653C,,None,,None,3000.0,2002A&A...392..653C,3.20e-05,2002A&A...392..653C,False,None
SK -67 22,SK -67 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+22,Early O Supergiant,Gaia DR2 4661666179215129728,74.364410723762276,-67.650796643895063,2015.5,LMC,None,O2 If*/WN5,2011MNRAS.416.1311C,O,2.0,I,12.21,2002ApJS..141...81M,13.26,2002ApJS..141...81M,13.44,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.10,Derived from (B-V)0,50000.0,2014A&A...565A..27H,,None,5.80,2014A&A...565A..27H,10.60,2014A&A...565A..27H,53.0,2014A&A...565A..27H,200.0,2012A&A...543A..95R,2400.0,2014A&A...565A..27H,5.00e-06,2014A&A...565A..27H,True,2008MNRAS.389..806S
SK -68 16,SK -68 16,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+16,Mid O Giant,Gaia DR2 4661517092314718208,74.407480773308663,-68.409977943389691,2015.5,LMC,LH 12,O7 III,2000AJ....119.2214M,O,7.0,III,11.68,2002ApJS..141...81M,12.66,2002ApJS..141...81M,12.85,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,100.0,2009ApJ...700..844P,,None,,None,False,None
SK -69 52,SK -69 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+52,Early B Supergiant,Gaia DR2 4655146831194631680,74.453782065282610,-69.872916810914759,2015.5,LMC,None,B2 Ia,1988ApJ...335..703F,B,2.0,I,10.73,1972A&AS....6..249A,11.55,1972A&AS....6..249A,11.50,1972A&AS....6..249A,-0.17,1970A&A.....4..234F,0.22,Derived from (B-V)0,,None,,None,,None,,None,,None,105.0,2009ApJ...700..844P,,None,,None,False,None
SK -70 32,SK -70 32,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+32,Late O Bright Giant,Gaia DR2 4655068250461327488,75.042542271886973,-70.185951849267411,2015.5,LMC,None,O9.5 II:,1988ApJ...335..703F,O,9.5,II,11.84,2002ApJS..141...81M,12.85,2002ApJS..141...81M,13.06,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,97.0,2009ApJ...700..844P,,None,,None,False,None
SK -68 23a,SK -68 23A,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+23A,Early B Giant,Gaia DR2 4661364225871120128,75.201231647541277,-68.099572254527573,2015.5,LMC,None,B1 III,1995ApJ...438..188M,B,1.0,III,12.03,2002ApJS..141...81M,12.97,2002ApJS..141...81M,13.05,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK -65 22,SK -65 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+22,Mid O Supergiant,Gaia DR2 4662240708409788928,75.346170095270224,-65.875890780955316,2015.5,LMC,None,O6 Iaf+,1977ApJ...215...53W,O,6.0,I,10.85,1979A&AS...38..239I,11.88,1979A&AS...38..239I,12.07,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.07,2002ApJ...579..774C,33500.0,2002ApJ...579..774C,3.20,2002ApJ...579..774C,5.86,2002ApJ...579..774C,25.00,2002ApJ...579..774C,,None,90.0,2002ApJ...579..774C,1520.0,2002ApJ...579..774C,1.10e-05,2002ApJ...579..774C,False,None
SK -68 26,SK -68 26,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+26,Early B Supergiant,Gaia DR2 4661359346788463616,75.384375385222896,-68.178593804430946,2015.5,LMC,None,BC2 Ia,1991PASP..103.1123F,B,2.0,I,10.98,1999MNRAS.306..279S,11.75,1999MNRAS.306..279S,11.64,1999MNRAS.306..279S,-0.17,1970A&A.....4..234F,0.28,Derived from (B-V)0,18160.0,2017AJ....154..102U,2.19,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,False,None
SK -66 50,SK -66 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+50,Late B Supergiant,Gaia DR2 4661891544744628352,75.786752752709731,-66.959680695824019,2015.5,LMC,None,B8 Ia+,1991PASP..103.1123F,B,8.0,I,9.98,1972A&AS....6..249A,10.65,1972A&AS....6..249A,10.63,1972A&AS....6..249A,-0.01,1970A&A.....4..234F,0.03,Derived from (B-V)0,11900.0,2017AJ....154..102U,1.49,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,False,None
SK -70 50,SK -70 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+50,Early B Supergiant,Gaia DR2 4655076840397213056,75.941218508459514,-70.199301421328386,2015.5,LMC,None,B3 Ia,1991PASP..103.1123F,B,3.0,I,10.45,1972A&AS....6..249A,11.16,1972A&AS....6..249A,11.20,1972A&AS....6..249A,-0.13,1970A&A.....4..234F,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK -70 60,SK -70 60,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+60,Early O Dwarf,Gaia DR2 4655075672166366976,76.169934014546229,-70.259583129248028,2015.5,LMC,None,O4-5 V((f))pec,2009ApJ...692..618M,O,4.0,V,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,256.0,2009ApJ...700..844P,2150.0,1998MNRAS.300..828P,,None,False,None
SK -70 69,SK -70 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+69,Mid O Dwarf,Gaia DR2 4655069384334599168,76.327831551837164,-70.430522055479045,2015.5,LMC,None,O5.5 V((f)),2009ApJ...692..618M,O,5.5,V,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.95,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,40500.0,2009ApJ...692..618M,3.70,2009ApJ...692..618M,5.35,2009ApJ...692..618M,9.60,2009ApJ...692..618M,,None,98.0,2009ApJ...700..844P,2300.0,2009ApJ...692..618M,8.00e-07,2009ApJ...692..618M,False,None
SK -68 41,SK -68 41,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+41,Early B Supergiant,Gaia DR2 4661392533937464448,76.362996696642966,-68.167400898336680,2015.5,LMC,None,B0.5 Ia,1988ApJ...335..703F,B,0.5,I,10.97,1995msct.book.....B,11.90,1995msct.book.....B,12.04,1995msct.book.....B,-0.22,1970A&A.....4..234F,0.08,Derived from (B-V)0,24500.0,2009ApJ...692..618M,2.90,2009ApJ...692..618M,5.56,2009ApJ...692..618M,33.40,2009ApJ...692..618M,33.0,2009ApJ...692..618M,77.0,2009ApJ...700..844P,865.0,1998MNRAS.300..828P,9.00e-07,2009ApJ...692..618M,False,None
SK -70 79,SK -70 79,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+79,Early B Giant,Gaia DR2 4652066308846415872,76.655335538148833,-70.490053666191898,2015.5,LMC,None,B0 III,1995ApJ...438..188M,B,0.0,III,11.70,2002ApJS..141...81M,12.65,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.30,1970A&A.....4..234F,0.24,Derived from (B-V)0,,None,,None,,None,,None,,None,86.0,2009ApJ...700..844P,,None,,None,False,None
SK -68 52,SK -68 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+52,Early B Supergiant,Gaia DR2 4661289630893455488,76.835113012061882,-68.535713089104902,2015.5,LMC,None,B0 Ia,1977ApJ...215...53W,B,0.0,I,10.69,1999MNRAS.306..279S,11.66,1999MNRAS.306..279S,11.72,1999MNRAS.306..279S,-0.24,1970A&A.....4..234F,0.18,Derived from (B-V)0,24500.0,2004ApJ...610.1021E,2.70,2004ApJ...610.1021E,5.76,2004ApJ...610.1021E,42.20,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1400.0,2004ApJ...610.1021E,3.20e-06,2004ApJ...610.1021E,False,None
SK -71 8,SK -71 8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+8,Late O Bright Giant,Gaia DR2 4651635643875788800,76.846939142424532,-71.198323201524843,2015.5,LMC,LH 28,O9 II,1986AJ.....92...48C,O,9.0,II,12.15,1979A&AS...38..239I,13.11,1979A&AS...38..239I,13.25,1979A&AS...38..239I,-0.26,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,75.0,2009ApJ...700..844P,,None,,None,False,None
HV 5622,MACHO 79.4779.34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=MACHO+79.4779.34,Early B Dwarf,Gaia DR2 4661263105168320896,77.371720072898341,-68.917391551153571,2015.5,LMC,None,B0 V,2009PASP..121..634B,B,0.0,V,14.09,2004AJ....128.1606Z,14.61,2004AJ....128.1606Z,14.85,2004AJ....128.1606Z,-0.30,1970A&A.....4..234F,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,True,1997AJ....114..326A
SK -67 51,SK -67 51,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+51,Mid O Giant,Gaia DR2 4661416521370391296,77.447302607712388,-67.899421353227581,2015.5,LMC,None,O6.5 III,1986AJ.....92...48C,O,6.5,III,11.53,2004AJ....128.1606Z,12.48,2004AJ....128.1606Z,12.68,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK -67 69,SK -67 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+69,Early O Giant,Gaia DR2 4658928734538045440,78.583655228726613,-67.134214139778152,2015.5,LMC,None,O4 III(f),1987PASP...99..240G,O,4.0,III,11.88,1979A&AS...38..239I,12.93,1979A&AS...38..239I,13.09,1979A&AS...38..239I,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,121.0,2009ApJ...700..844P,2500.0,2003ApJ...586..996M,,None,False,None
SK -69 83,SK -69 83,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+83,Mid O Supergiant,Gaia DR2 4658209344697667584,78.623519020732260,-69.495445446034935,2015.5,LMC,None,O7.5 Iaf,1988ApJ...335..703F,O,7.5,I,10.45,1999MNRAS.306..279S,11.47,1999MNRAS.306..279S,11.61,1999MNRAS.306..279S,-0.27,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
BI 128,BI 128,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+128,Late O Dwarf,Gaia DR2 4660610373182469504,79.582409832904261,-65.820732273715137,2015.5,LMC,None,O9 V,1995ApJ...438..188M,O,9.0,V,12.55,1982A&AS...50....7I,13.57,1982A&AS...50....7I,13.82,1982A&AS...50....7I,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK -69 104,SK -69 104,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+104,Mid O Supergiant,Gaia DR2 4658276071307909632,79.747854046737771,-69.215220510842656,2015.5,LMC,LH 41,O6 Ib(f),1977ApJ...215...53W,O,6.0,I,10.86,1972A&AS....6..249A,11.89,1972A&AS....6..249A,12.10,1972A&AS....6..249A,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,117.0,2009ApJ...700..844P,2160.0,1998MNRAS.300..828P,,None,False,None
SK -67 78,SK -67 78,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+78,Early B Supergiant,Gaia DR2 4658866685180816384,80.079531041882674,-67.301576574556194,2015.5,LMC,None,B3 Ia,1991PASP..103.1123F,B,3.0,I,10.49,1972A&AS....6..249A,11.22,1972A&AS....6..249A,11.26,1972A&AS....6..249A,-0.13,1970A&A.....4..234F,0.09,Derived from (B-V)0,16150.0,2017AJ....154..102U,2.03,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,False,None
SK -65 47,SK -65 47,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+47,Early O Supergiant,Gaia DR2 4660631710575777664,80.228015102654837,-65.454965731292006,2015.5,LMC,LH 43,O4 I(n)f+p,2010AJ....139.1283W,O,4.0,I,11.27,1975A&AS...19..259I,12.33,1975A&AS...19..259I,12.51,1975A&AS...19..259I,-0.28,1975A&AS...19..259I,0.10,Derived from (B-V)0,40500.0,2012A&A...543A..95R,3.60,2012A&A...543A..95R,5.98,2012A&A...543A..95R,19.80,2012A&A...543A..95R,,None,160.0,2012A&A...543A..95R,2100.0,2012A&A...543A..95R,1.10e-05,2012A&A...543A..95R,False,None
SK -65 55,BAT99 30,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+30,Mid WN Star,Gaia DR2 4660554813484441984,80.490411531731283,-65.816727148337080,2015.5,LMC,None,WN6 h,2008MNRAS.389..806S,WN,6.0,none,12.16,1983A&AS...51..505F,13.14,1983A&AS...51..505F,13.36,1983A&AS...51..505F,,None,0.07,2014A&A...565A..27H,47000.0,2014A&A...565A..27H,,None,5.65,2014A&A...565A..27H,10.00,2014A&A...565A..27H,,None,,None,1000.0,2014A&A...565A..27H,8.90e-06,2014A&A...565A..27H,False,None
SK -71 19,SK -71 19,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+19,Mid O Giant,Gaia DR2 4651768581712630784,80.565643583943327,-71.360915760670224,2015.5,LMC,LH 50,O6 III,1986AJ.....92...48C,O,6.0,III,13.15,2004AJ....128.1606Z,14.03,2004AJ....128.1606Z,14.23,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,242.0,2009ApJ...700..844P,,None,,None,False,None
SK -71 21,BAT99 32,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+32,Mid WN Star,Gaia DR2 4651738821845582464,80.593903920894519,-71.599486094321350,2015.5,LMC,None,WN6(h),1997A&A...320..500C,WN,6.0,none,11.48,1983A&AS...51..505F,12.46,1983A&AS...51..505F,12.71,1983A&AS...51..505F,,None,0.08,2014A&A...565A..27H,47000.0,2014A&A...565A..27H,,None,5.94,2014A&A...565A..27H,13.90,2014A&A...565A..27H,,None,,None,1600.0,2014A&A...565A..27H,2.30e-05,2014A&A...565A..27H,True,2008MNRAS.389..806S
SK -68 73,SK -68 73,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+73,Late O,Gaia DR2 4658737591314866688,80.749125793015253,-68.029619904505040,2015.5,LMC,None,WN9pec,2021..Crowther...pc,WN,9.0,none,10.92,1975A&AS...19..259I,11.72,1975A&AS...19..259I,11.45,1975A&AS...19..259I,,None,0.37,2014A&A...565A..27H,28000.0,2014A&A...565A..27H,,None,6.50,2014A&A...565A..27H,74.80,2014A&A...565A..27H,,None,,None,400.0,2014A&A...565A..27H,3.70e-05,2014A&A...565A..27H,False,None
SK -67 101,SK -67 101,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+101,Late O Bright Giant,Gaia DR2 4658681584946177792,81.484360868595033,-67.508001869519305,2015.5,LMC,None,O8 II((f)),2002ApJS..141..443W,O,8.0,II,11.41,2002ApJS..141...81M,12.44,2002ApJS..141...81M,12.67,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.04,Derived from (B-V)0,,None,,None,,None,,None,,None,103.0,2009ApJ...700..844P,2005.0,1998MNRAS.300..828P,,None,False,None
SK -67 105,SK -67 105,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+105,O Binary,Gaia DR2 4660192936738270720,81.525800716557725,-67.182437996503410,2015.5,LMC,None,O4 f + O6 V,2003MNRAS.338..141O,O,4.0,none,11.25,1994A&A...288L...9H,12.28,1994A&A...288L...9H,12.42,1994A&A...288L...9H,-0.28,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,3.61,2003MNRAS.338..141O,,None,16.90,2003MNRAS.338..141O,48.3,2003MNRAS.338..141O,,None,,None,,None,True,2003MNRAS.338..141O
SK -67 106,SK -67 106,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+106,Early B Supergiant,Gaia DR2 4658678973606061696,81.563425383595259,-67.499972798578526,2015.5,LMC,LH 54,O8 III((f)),1998AJ....116.1263O,O,8.0,III,10.76,1998AJ....116.1263O,11.80,1998AJ....116.1263O,11.96,1998AJ....116.1263O,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,99.0,2009ApJ...700..844P,,None,,None,False,None
SK -67 107,SK -67 107,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+107,Early B Supergiant,Gaia DR2 4658679012285241344,81.586163331008649,-67.498790780586106,2015.5,LMC,LH 54,O9 Ib(f),1998AJ....116.1263O,O,9.0,I,11.49,1998AJ....116.1263O,12.51,1998AJ....116.1263O,12.67,1998AJ....116.1263O,-0.26,2006A&A...457..637M,0.10,Derived from (B-V)0,,None,,None,,None,,None,,None,82.0,2009ApJ...700..844P,,None,,None,False,None
SK -67 108,SK -67 108,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+108,Early O Giant,Gaia DR2 4658676504024365440,81.610282006777368,-67.622347752777756,2015.5,LMC,None,O4-5 III,1988ApJ...335..703F,O,4.0,III,11.33,2002ApJS..141...81M,12.37,2002ApJS..141...81M,12.57,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
LH 58-496,[L72] LH 58-496,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[L72]+LH+58-496,Mid O Dwarf,Gaia DR2 4658488247029968768,81.683261103703444,-68.811680798392786,2015.5,LMC,LH 58,O5 V((f)),2000AJ....119.2214M,O,5.0,V,12.41,1994AJ....108.1256G,13.51,1994AJ....108.1256G,13.73,1994AJ....108.1256G,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,42000.0,2005ApJ...627..477M,4.00,2005ApJ...627..477M,5.48,2005ApJ...627..477M,10.50,2005ApJ...627..477M,44.0,2005ApJ...627..477M,,None,2400.0,2005ApJ...627..477M,6.00e-07,2005ApJ...627..477M,False,None
SK -67 111,SK -67 111,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+111,Mid O Supergiant,Gaia DR2 4658684681642882304,81.700343249385895,-67.491604604073871,2015.5,LMC,LH 60,O6 Ia(n)fpv,2010AJ....139.1283W,O,6.0,I,11.33,2002ApJS..141...81M,12.39,2002ApJS..141...81M,12.60,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,230.0,2010AJ....139.1283W,2000.0,2003ApJ...586..996M,,None,False,None
BI 173,BI 173,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+173,Late O Bright Giant,Gaia DR2 4658104341338342528,81.791454507528272,-69.132345267789006,2015.5,LMC,None,O8 II:,2002ApJS..141..443W,O,8.0,II,11.78,2002ApJS..141...81M,12.80,2002ApJS..141...81M,12.96,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,34500.0,2009ApJ...692..618M,3.40,2009ApJ...692..618M,5.60,2009ApJ...692..618M,17.60,2009ApJ...692..618M,40.0,2009ApJ...692..618M,200.0,2009ApJ...692..618M,1950.0,1998MNRAS.300..828P,1.60e-06,2009ApJ...692..618M,False,None
SK -67 118,SK -67 118,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+118,Mid O Dwarf,Gaia DR2 4660188538691934848,81.888756776925518,-67.291755926614158,2015.5,LMC,None,O7 V,1995ApJ...438..188M,O,7.0,V,11.76,2002ApJS..141...81M,12.79,2002ApJS..141...81M,12.98,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,61.0,2009ApJ...700..844P,,None,,None,False,None
SK -69 140,SK -69 140,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+140,Early B Supergiant,Gaia DR2 4658097405057911808,81.914138248593716,-69.211625539522771,2015.5,LMC,None,B4 I,1978A&AS...31..243R,B,4.0,I,11.66,2002ApJS..141...81M,12.61,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK -66 100,SK -66 100,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+100,Mid O Bright Giant,Gaia DR2 4660223379469868416,81.939381179830136,-66.920913201858738,2015.5,LMC,None,O6 II(f),1995PASP..107..104W,O,6.0,II,11.99,1979A&AS...38..239I,13.05,1979A&AS...38..239I,13.26,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,39000.0,2012A&A...537A..79R,3.70,2012A&A...537A..79R,5.59,2012A&A...537A..79R,13.70,2012A&A...537A..79R,,None,59.0,2012A&A...537A..79R,2075.0,2012A&A...537A..79R,8.30e-07,2012A&A...537A..79R,False,None
SK -71 35,SK -71 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+35,Early B Bright Giant,Gaia DR2 4651835961162249984,82.517431002820771,-71.132283612618878,2015.5,LMC,None,B1 II,2018A&A...615A..40R,B,1.0,II,11.94,2002ApJS..141...81M,12.88,2002ApJS..141...81M,12.97,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.12,2018A&A...615A..40R,23000.0,2018A&A...615A..40R,2.80,2018A&A...615A..40R,5.34,2018A&A...615A..40R,29.50,2018A&A...615A..40R,20.0,2018A&A...615A..40R,87.0,2018A&A...615A..40R,400.0,2018A&A...615A..40R,1.10e-06,2018A&A...615A..40R,False,None
BI 184,BI 184,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+184,Late O Dwarf,Gaia DR2 4651835583204855936,82.627786005993144,-71.042110322196152,2015.5,LMC,None,O8 (V)e,2018A&A...615A..40R,O,8.0,V,12.80,2002ApJS..141...81M,13.76,2002ApJS..141...81M,13.84,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.17,2018A&A...615A..40R,34000.0,2018A&A...615A..40R,4.00,2018A&A...615A..40R,5.28,2018A&A...615A..40R,12.60,2018A&A...615A..40R,58.0,2018A&A...615A..40R,100.0,2018A&A...615A..40R,2470.0,2018A&A...615A..40R,2.20e-07,2018A&A...615A..40R,False,None
